REFERENCE: tag,REFERENCE: doi,FORMULA,Internal Reference #,Original DOI,PROPERTY: Type of phases,PROPERTY: Single/Multiphase,PROPERTY: synthesis method,PROPERTY: grain size ($\mu$m),PROPERTY: Exp. Density (g/cm$^3$),PROPERTY: HV,PROPERTY: Type of test,PROPERTY: Test temperature ($^\circ$C),PROPERTY: YS (MPa),PROPERTY: UTS (MPa),PROPERTY: Elongation (%),PROPERTY: Elongation plastic (%),PROPERTY: Exp. Young modulus (GPa),PROPERTY: O content (wppm),PROPERTY: N content (wppm),PROPERTY: C content (wppm),REFERENCE: comment,
J38,10.1016/j.actamat.2019.06.032,HfMoTaTiZr,,,BCC,S,AC,,10.18,,C,23,1600,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfNbTaTiZr,,,BCC,S,HIP+A,,9.89,,C,23,929,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaTiVW,,,BCC,S,AC,,10.91,,C,23,1515,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaTiW,,,BCC,S,AC,,11.72,,C,23,1343,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaVW,,,BCC,S,HIP+A,,12.29,,C,23,1246,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaW,,,BCC,S,HIP+A,,13.6,,C,23,996,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTi,,,BCC,S,HIP+A,,7.67,,C,23,1100,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTa0.3TiZr,,,BCC,S,HIP+A,,7.81,,C,23,882,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTiZr,,,BCC,S,HIP+A,,6.63,,C,23,975,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlCrMoNbTi,,,BCC + Laves,M,A,,6.56,,C,23,1010,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Al0.24NbTiVZr,,,BCC + Laves,M,HIP+A,,6.34,,C,23,1240,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlMo0.5NbTa0.5TiZr,,,B2 + BCC,M,HIP+A,,7.14,,C,23,2000,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Cr03NbTiZr,,,BCC + Laves,M,HIP+A,,6.56,,C,23,1576,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,CrMo0.5NbTa0.5TiZr,,,BCC +BCC + Laves,M,HIP+A,,7.98,,C,23,1595,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.3TiV0.5,,,BCC + M5Si3,M,AC,,8.46,,C,23,1617,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.5TiV0.5,,,BCC + M5Si3,M,AC,,8.16,,C,23,1787,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.7TiV0.5,,,BCC + M5Si3,M,AC,,7.89,,C,23,2134,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTiVZr,,,BCC +Laves,M,HIP+A,,7.27,,C,23,1706,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbRe0.3TiZr,,,BCC +Laves,M,HIP+A,,7.81,,C,23,1244,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTaTiVZr,,,BCC + BCC,M,HIP+A,,8.43,,C,23,1395,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Al0.4Hf0.6NbTaTiZr,,,BCC,S,HIP+A,,9.08,,C,1000,298,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlCrMoTi,,,BCC,S,A,,5.98,,C,1000,375,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlMoNbTi,,,BCC,S,A,,6.46,,C,1000,540,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbTiV0.5,,,BCC,S,AC,,8.96,,C,1000,368,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMoNbTaTiZr,,,BCC,S,AC,,9.93,,C,1000,814,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMoNbTiZr,,,BCC,S,AC,,8.68,,C,1000,635,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMoTaTiZr,,,BCC,S,AC,,10.18,,C,1000,855,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfNbTaTiZr,,,BCC,S,HIP+A,,9.89,,C,1000,295,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaTiVW,,,BCC,S,AC,,10.91,,C,1000,753,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaTiW,,,BCC,S,AC,,11.72,,C,1000,620,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaVW,,,BCC,S,HIP+A,,12.29,,C,1000,842,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaW,,,BCC,S,HIP+A,,13.6,,C,1000,548,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTi,,,BCC,S,HIP+A,,7.67,,C,1000,504,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTa0.3TiZr,,,BCC,S,HIP+A,,7.81,,C,1000,274,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTiZr,,,BCC,S,HIP+A,,6.63,,C,1000,141,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlCrMoNbTi,,,BCC + Laves,M,A,,6.56,,C,1000,550,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Al0.24NbTiVZr,,,BCC + Laves,M,HIP+A,,6.34,,C,1000,82,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlMo0.5NbTa0.5TiZr,,,B2 + BCC,M,HIP+A,,7.14,,C,1000,745,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Cr03NbTiZr,,,BCC + Laves,M,HIP+A,,6.56,,C,1000,139,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,CrMo0.5NbTa0.5TiZr,,,BCC +BCC + Laves,M,HIP+A,,7.98,,C,1000,546,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.3TiV0.5,,,BCC + M5Si3,M,AC,,8.46,,C,1000,398,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.5TiV0.5,,,BCC + M5Si3,M,AC,,8.16,,C,1000,614,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.7TiV0.5,,,BCC + M5Si3,M,AC,,7.89,,C,1000,673,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTiVZr,,,BCC +Laves,M,HIP+A,,7.27,,C,1000,467,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbRe0.3TiZr,,,BCC +Laves,M,HIP+A,,7.81,,C,1000,323,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTaTiVZr,,,BCC + BCC,M,HIP+A,,8.43,,C,1000,190,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Al0.4Hf0.6NbTaTiZr,,,BCC,S,HIP+A,,9.08,,C,1200,89,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlCrMoTi,,,BCC,S,A,,5.98,,C,1200,100,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlMoNbTi,,,BCC,S,A,,6.46,,C,1200,200,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbTiV0.5,,,BCC,S,AC,,8.96,,C,1200,60,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMoNbTaTiZr,,,BCC,S,AC,,9.93,,C,1200,556,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMoNbTiZr,,,BCC,S,AC,,8.68,,C,1200,187,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMoTaTiZr,,,BCC,S,AC,,10.18,,C,1200,404,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfNbTaTiZr,,,BCC,S,HIP+A,,9.89,,C,1200,92,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaTiVW,,,BCC,S,AC,,10.91,,C,1200,659,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaTiW,,,BCC,S,AC,,11.72,,C,1200,586,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaVW,,,BCC,S,HIP+A,,12.29,,C,1200,735,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTaW,,,BCC,S,HIP+A,,13.6,,C,1200,506,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTi,,,BCC,S,HIP+A,,7.67,,C,1200,324,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTa0.3TiZr,,,BCC,S,HIP+A,,7.81,,C,1200,102,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTiZr,,,BCC,S,HIP+A,,6.63,,C,1200,61,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlCrMoNbTi,,,BCC + Laves,M,A,,6.56,,C,1200,105,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Al0.24NbTiVZr,,,BCC + Laves,M,HIP+A,,6.34,,C,1200,24,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,AlMo0.5NbTa0.5TiZr,,,B2 + BCC,M,HIP+A,,7.14,,C,1200,250,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,Cr03NbTiZr,,,BCC + Laves,M,HIP+A,,6.56,,C,1200,32,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,CrMo0.5NbTa0.5TiZr,,,BCC +BCC + Laves,M,HIP+A,,7.98,,C,1200,170,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.3TiV0.5,,,BCC + M5Si3,M,AC,,8.46,,C,1200,166,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.5TiV0.5,,,BCC + M5Si3,M,AC,,8.16,,C,1200,188,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,HfMo0.5NbSi0.7TiV0.5,,,BCC + M5Si3,M,AC,,7.89,,C,1200,235,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,MoNbTiVZr,,,BCC +Laves,M,HIP+A,,7.27,,C,1200,116,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbRe0.3TiZr,,,BCC +Laves,M,HIP+A,,7.81,,C,1200,89,,,,,,,,noted grain size greater than 100um,not a review article
J38,10.1016/j.actamat.2019.06.032,NbTaTiVZr,,,BCC + BCC,M,HIP+A,,8.43,,C,1200,78,,,,,,,,noted grain size greater than 100um,not a review article
J39,10.1016/j.intermet.2019.106486,CoCrFeMnNi,,,FCC,S,HR + A,245.48,7.753,,T,25,293.1,625.6,63,,,,,,processing changed to hot rolled; added grain size from text ,
J40,10.1016/j.jallcom.2019.04.291,HfNbTaTiZr,,,BCC,S,CR+A,40,,,T,25,985,1004,15.7,,,,,,added total elongation,
J40,10.1016/j.jallcom.2019.04.291,HfNbTaTiZr,,,BCC,S,CR+A,87,,,T,25,972,999.5,12.6,,,,,,added total elongation,
J40,10.1016/j.jallcom.2019.04.291,HfNbTaTiZr,,,BCC,S,CR+A,112,,,T,25,967,980.6,10.8,,,,,,added total elongation,
J41,10.1016/j.intermet.2019.106477,CoNiFe,,,FCC,S,CR,,,,T,25,,,15,,,,,,fixed elongation,
J41,10.1016/j.intermet.2019.106477,CoNiFe,,,FCC,S,CR+A,42,,,T,25,276,540,51,,,,,,fixed elongation,
J41,10.1016/j.intermet.2019.106477,CoNiFe,,,FCC,S,CR+A,74,,,T,25,217,498,47,,,,,,fixed elongation,
J41,10.1016/j.intermet.2019.106477,CoNiFe,,,FCC,S,CR+A,90,,,T,25,201,430,44.5,,,,,,fixed elongation,
J42,10.1016/j.jmst.2018.12.002,CrCoNi,,,,,A,16,,,T,-196,600,1247,68,,,,,,changed processing to annealed? torrsion is something I'm unfamiliar with ,
J42,10.1016/j.jmst.2018.12.002,CrCoNi,,,,,A,16,,,T,24,400,800,60,,,,,,changed processing to annealed? torrsion is something I'm unfamiliar with ,
J42,10.1016/j.jmst.2018.12.002,CrCoNi,,,,,A,16,,,T,-196,1215,1440,48,,,,,,changed processing to annealed? torrsion is something I'm unfamiliar with ,
J43,10.1016/j.ijrmhm.2019.02.009,Nb42Mo20Ti13Cr12V12Ta1,,,BCC + TiC,M,SPS,0.075,8.02,741,C,25,2680,,,,,,,,,
J43-45,10.1016/j.intermet.2015.10.011,MoNbHfZrTi,45,10.1016/j.intermet.2015.10.011,BCC,S,AC,,8.68,,C,25,1719,,,,,,,,drawn from other references,
J44,10.1016/j.actamat.2019.04.017,CoFeNi,,14,FCC,S,CR + A,53.7,,,T,25,,,,,161,,,,,
J44,10.1016/j.actamat.2019.04.017,(CoNi)95Cr5,,,FCC,S,CR + A,7.28,,,T,25,,,,,219,,,,,
J44,10.1016/j.actamat.2019.04.017,FeMnNi,,,FCC,S,CR + A,0.862,,,T,25,529,613,25,,182,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,FeMnNi,,,FCC,S,CR + A,0.894,,,T,25,522,601,25,,182,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,FeMnNi,,,FCC,S,CR + A,1.25,,,T,25,460,599,27,,182,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,FeMnNi,,,FCC,S,CR + A,1.75,,,T,25,407,536,26,,182,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,FeMnNi,,,FCC,S,CR + A,2.26,,,T,25,372,542,31,,182,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,FeMnNi,,,FCC,S,CR + A,3.52,,,T,25,322,554,49,,182,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoMnNi,,,FCC,S,CR + A,1.43,,,T,25,333,569,40,,190,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoMnNi,,,FCC,S,CR + A,0.4,,,T,25,601,608,24,,190,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoMnNi,,,FCC,S,CR + A,1.58,,,T,25,321,566,50.5,,190,,,,extracted from stress strain curves,not a review article
J44,10.1016/j.actamat.2019.04.017,CoMnNi,,,FCC,S,CR + A,2.67,,,T,25,267,506,62.5,,190,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,(CoNi)80Cr20,,,FCC,S,CR + A,0.212,,,T,25,745,824,36,,223,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,(CoNi)80Cr20,,,FCC,S,CR + A,0.34,,,T,25,623,746,53,,223,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,(CoNi)80Cr20,,,FCC,S,CR + A,1.46,,,T,25,387,626,73,,223,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,(CoNi)80Cr20,,,FCC,S,CR + A,2.65,,,T,25,330,553,101,,223,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoCrFeNi,,,FCC,S,CR + A,0.295,,,T,25,631,732,39,,210,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoCrFeNi,,,FCC,S,CR + A,0.553,,,T,25,494,732,51,,210,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoCrFeNi,,,FCC,S,CR + A,0.72,,,T,25,448,672,65,,210,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoCrFeNi,,,FCC,S,CR + A,3.4,,,T,25,273,567,85,,210,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,CoCrFeNi,,,FCC,S,CR + A,32.2,,,T,25,172,504,105,,210,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,Co20(CrNi)80,,,FCC,S,CR + A,0.497,,,T,25,518,744,36,,240,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,Co20(CrNi)80,,,FCC,S,CR + A,0.848,,,T,25,462,703,46,,240,,,,extracted from stress strain curves; yield strength calculated from given relationship,not a review article
J44,10.1016/j.actamat.2019.04.017,Co20(CrNi)80,,,FCC,S,CR + A,1.78,,,T,25,395,644,58,,240,,,,extracted from stress strain curves,not a review article
J44,10.1016/j.actamat.2019.04.017,Co20(CrNi)80,,,FCC,S,CR + A,1.98,,,T,25,356,588,64,,240,,,,extracted from stress strain curves,not a review article
J45,10.1016/j.jallcom.2019.02.083,TiAlNiCo,,,BCC + B2,M,SPS,,,672 $\pm$ 10,C,25,,,,,,,,,changed to multiphase,
J45,10.1016/j.jallcom.2019.02.083,TiAlNiFe,,,BCC + B2,M,SPS,,,666 $\pm$ 13,C,25,,,,,,,,,changed to multiphase,
J45,10.1016/j.jallcom.2019.02.083,TiAlNiCoFe,,,BCC + B2,M,SPS,,,667 $\pm$ 7,C,25,,,,,,,,,changed to multiphase,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,434,,,,,,,,,,,HV in GPA,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,666,,,,,,,,,,,HV in GPA,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,761,,,,,,,,,,,HV in GPA,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,747,,,,,,,,,,,HV in GPA,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,,C,20,1511,,5,,,,,,,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,,C,400,1366,,17,,,,,,,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,,C,600,410,,>35,,,,,,,
J46,10.1016/j.jallcom.2019.01.341,AlCuNiFeCr,,,FCC + BCC + B2,M,SPS,,,,C,800,48,,>35,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,S,AC,,,,T,25,210,,57,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,S,CR,,,,T,25,1150,,6,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,S,CR + A,,,,T,25,1300,,2,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,M,CR + A,4,,,T,25,1050,,8,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,M,CR + A,8,,,T,25,560,,49,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,S,CR + A,8,,,T,25,520,,47,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,S,CR + A,10,,,T,25,320,,59,,,,,,,
J47,10.1016/j.msea.2019.04.025,FeCrCoMnNi,,,FCC,S,CR + A,20,,,T,25,280,,62,,,,,,,
J48,10.1016/j.scriptamat.2019.02.038,CoFeNi2V0.5Mo0.2,,,FCC,S,AC,,,,T,-196,419,,34.6,,,,,,fracture strength isn't UTS,
J48,10.1016/j.scriptamat.2019.02.038,CoFeNi2V0.5Mo0.2,,,FCC,S,AC,,,,T,-70,350,,28.8,,,,,,fracture strength isn't UTS,
J48,10.1016/j.scriptamat.2019.02.038,CoFeNi2V0.5Mo0.2,,,FCC,S,AC,,,,T,20,252,,82.1,,,,,,fracture strength isn't UTS,
J48,10.1016/j.scriptamat.2019.02.038,CoFeNi2V0.5Mo0.2,,,FCC,S,AC,,,,T,600,214,,189.2,,,,,,fracture strength isn't UTS,
J48,10.1016/j.scriptamat.2019.02.038,CoFeNi2V0.5Mo0.2,,,FCC,S,AC,,,,T,700,212,,154.3,,,,,,fracture strength isn't UTS,
J48,10.1016/j.scriptamat.2019.02.038,CoFeNi2V0.5Mo0.2,,,FCC,S,AC,,,,T,800,187,,119.5,,,,,,fracture strength isn't UTS,
J49,10.1088/2053-1591/ab0597,Al0.3CoCrFeNi,,,FCC,S,AC,,,132,C,300,,,,,,,,,,
J49,10.1088/2053-1591/ab0597,Al0.3CoCrFeNi,,,FCC,S,AC,,,147,C,340,,,,,,,,,,
J49,10.1088/2053-1591/ab0597,Al0.3CoCrFeNi,,,FCC,S,AC,,,165,C,430,,,,,,,,,,
J50,10.1016/j.matchar.2019.03.006,AlCrFeCoNi,,,B2 + BCC,M,AC,204,,519 $\pm$ 21,C,25,1631,,16,,,,,,fixed yield strength values,
J50,10.1016/j.matchar.2019.03.006,AlCrFeCoNi,,,B2 + BCC,M,AC,185,,493 $\pm$,C,25,1209,,23,,,,,,fixed yield strength values,
J51,10.1016/j.jallcom.2018.12.040,Co17.5Cr12.5Fe55Ni10Mo5,,,FCC + $\mu$,M,CR + A,4.4 $\pm$ 1.9,,,T,25,443 $\pm$ 12,840 $\pm$ 21,61.6 $\pm$ 1.3,,,,,,,
J51,10.1016/j.jallcom.2018.12.040,Co18Cr12.5Fe55Ni7Mo7.5,,,FCC + $\mu$,M,CR + A,3.2 $\pm$ 1.5,,,T,25,711 $\pm$ 15,1096 $\pm$ 16,38.3 $\pm$ 1.4,,,,,,,
J51,10.1016/j.jallcom.2018.12.040,Co17.5Cr12.5Fe55Ni10Mo5,,,FCC + $\mu$,M,CR + A,26.3 $\pm$ 3.4,,,T,25,301 $\pm$ 15,718 $\pm$ 32,77.5 $\pm$ 3.1,,,,,,,
J51,10.1016/j.jallcom.2018.12.040,Co18Cr12.5Fe55Ni7Mo7.5,,,FCC + $\mu$,M,CR + A,4.8 $\pm$ 2.6,,,T,25,684 $\pm$ 9,1078 $\pm$ 17,48.1 $\pm$ 2.7,,,,,,,
J51,10.1016/j.jallcom.2018.12.040,Co17.5Cr12.5Fe55Ni10Mo5,,,FCC + $\mu$,M,CR + A,70.1 $\pm$ 4.3,,,T,25,261 $\pm$ 8,673 $\pm$ 22,86.6 $\pm$ 3.3,,,,,,,
J51,10.1016/j.jallcom.2018.12.040,Co18Cr12.5Fe55Ni7Mo7.5,,,FCC + $\mu$,M,CR + A,5.4 $\pm$ 2.8,,,T,25,506 $\pm$ 7,933 $\pm$ 20,59.3 $\pm$ 3.4,,,,,,,
J51,10.1016/j.jallcom.2018.12.040,Co17.5Cr12.5Fe55Ni10Mo5,,,FCC + $\mu$,M,CR + A,136.5 $\pm$ 10.8,,,T,25,231 $\pm$ 7,638 $\pm$ 13,87.2 $\pm$ 4.2,,,,,,,
J51,10.1016/j.jallcom.2018.12.040,Co18Cr12.5Fe55Ni7Mo7.5,,,FCC + $\mu$,M,CR + A,120.6 $\pm$ 10.3,,,T,25,296 $\pm$ 6,693 $\pm$ 21,63.2 $\pm$ 5.2,,,,,,,
J52,10.1016/j.jallcom.2018.11.181,CoCrFeMnNi,,,FCC,S,A,>300,,,,,,,,,,,,,,
J52,10.1016/j.jallcom.2018.11.181,CoCrFeMnNi,,,FCC,S,SPS,4.2,,,,,,,,,,,,,correct processing to SPS,
J52,10.1016/j.jallcom.2018.11.181,CoCrFeMnNi,,,FCC,S,SPS,1.3,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC,M,AC,,,,T,25,615,950,14,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC,M,A,,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC,M,A,,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC,M,A,,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC + $\sigma$,M,A,,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC + $\sigma$,M,A,,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC + $\sigma$,M,A,,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC + $\sigma$,M,A,,,,,,,,,,,,,,,
J54,10.1007/s11665-019-04003-4,FeCrCuMnNi,,,FCC + BCC,M,A,,,,,,,,,,,,,,,
J56,10.1016/j.jallcom.2018.11.111,MoNbRe0.5W,,,BCC,S,AC,,,473,C,25,896 $\pm$ 13,,10.4,7.08,,,,,added hardness vickers; changed fracture strain to total strain from stress strain plot,
J56,10.1016/j.jallcom.2018.11.111,MoNbRe0.5W(TaC)0.2,,,BCC + MC,M,AC,,,510,C,25,1074 $\pm$ 11,,12.1,8.33,,,,,added hardness vickers; changed fracture strain to total strain from stress strain plot,
